DATE,ID,CPI1,CPI2,CPI3,CPI4,CPI5,CPI6,rec,f_t0,f_t1,f_t2,f_t3,f_t4,r_t0,r_t1,r_t2,r_t3,e_t0,e_t1,e_t2,e_t3,e_t4
1981-12-31,62,11.1,11.3,11.6,11.7,11.9,12.1,0,0.02825,0.0580692499999999,0.0890177755624999,0.1214160543854843,0.1553388900306453,0.0154999999999999,0.0237983125,0.0348371225156249,0.0453611527878865,-0.0119927745664739,-0.0327802326589594,-0.0489166194931358,-0.0632513145010913,-0.093922705059547
1981-12-31,67,11.5,9.4,7.6,7.8,7.7,7.5,0,0.0235,0.0429465,0.06328395675,0.0837521729174375,0.1040725261596395,,,,,-0.0072427745664739,-0.0176574826589595,-0.023182800680636,-0.0255874330330445,-0.0426563411885412
1981-12-31,68,11.9,10.0,7.3,6.7,7.5,8.1,0,0.025,0.04370625,0.0611883296875002,0.0810856108691409,0.102977594489241,0.0034999999999999,0.0015208749999997,-0.0021012991562501,-0.0021406985154297,-0.0087427745664739,-0.0184172326589595,-0.0210871736181361,-0.0229208709847479,-0.0415614095181426
1981-12-31,69,12.0,9.0,8.0,7.5,8.0,8.0,0,0.0225,0.04295,0.0625053125000001,0.0837554187500002,0.1054305271250002,,,,,-0.0062427745664739,-0.0176609826589595,-0.022404156430636,-0.0255906788656072,-0.0440143421539018
1981-12-31,70,13.6,7.4,7.8,8.0,7.2,6.8,0,0.0185,0.03836075,0.059127965,0.07819226837,0.09652153693229,-0.0015,-0.0020392499999997,7.65000000235716e-07,0.00053034237,-0.0022427745664739,-0.0130717326589595,-0.019026808930636,-0.020027528485607,-0.0351053519611916
1981-12-31,75,11.9,9.0,7.0,6.0,7.0,7.0,0,0.0225,0.04039375,0.0559996562499998,0.0744796502343749,0.0932830441134766,0.0015,-0.00102625,-0.0049469687500001,-0.005033540703125,-0.0062427745664739,-0.0151047326589595,-0.0158985001806357,-0.016314910349982,-0.0318668591423783
1981-12-31,79,11.7,8.6,7.4,7.2,7.0,7.2,0,0.0215,0.0403977500000001,0.0591249095000001,0.0776595954162502,0.0970574681337428,-0.0007500000000001,-0.0015305624999999,-0.00312100509375,-0.0055656759907265,-0.0052427745664739,-0.0151087326589596,-0.0190237534306361,-0.0194948555318572,-0.0356412831626444
1981-12-31,80,11.7,8.6,7.2,7.1,6.6,7.5,0,0.0215,0.039887,0.0583449942499998,0.0758076866551247,0.0959790807799083,,,,,-0.0052427745664739,-0.0145979826589595,-0.0182438381806357,-0.0176429467707317,-0.03456289580881
1981-12-31,82,12.0,6.8,5.4,6.9,8.1,8.5,0,0.017,0.0307295,0.048509583875,0.0697419029484689,0.0924739183861238,-0.0032500000000001,-0.0096704375,-0.011397852453125,-0.0100387978108085,-0.0007427745664739,-0.0054404826589595,-0.0084084278056359,-0.0115771630640759,-0.0310577334150254
1981-12-31,84,11.3,8.5,7.5,7.5,7.5,8.0,0,0.02125,0.0403984374999999,0.059905908203125,0.0797791439819337,0.1013747268615723,0.0024999999999999,0.0025468749999999,0.0038919433593749,0.0026448998413084,-0.0049927745664739,-0.0151094201589594,-0.0198047521337609,-0.0216144040975407,-0.0399585418904739
1982-03-31,5,7.8,6.0,6.2,6.6,6.8,7.2,0,0.015,0.0307325,0.04773958625,0.0655511592162498,0.0847310800821423,-0.00125,-0.0033018750000002,-0.00697547625,-0.0107855620650003,-0.0061126910771417,-0.0072700044436546,-0.0065024728479383,-0.0211146146019589,-0.0395835507540229
1982-03-31,19,7.8,6.0,6.3,7.5,7.3,6.6,0,0.015,0.0309862499999997,0.0503172421874997,0.0694855318574216,0.0871320431330691,-0.0027499999999999,-0.0033021875000003,-0.0028469592968753,-0.0026356252536723,-0.0061126910771417,-0.0075237544436543,-0.009080128785438,-0.0250489872431307,-0.0419845138049497
1982-03-31,23,7.8,6.8,6.3,6.9,6.5,7.5,0,0.017,0.0330177499999997,0.0508373061874998,0.0679134124130467,0.0879367888957913,-0.0067499999999999,-0.0137666250000001,-0.01819123678125,-0.0224957014150781,-0.0081126910771417,-0.0095552544436543,-0.0096001927854381,-0.0234768677987557,-0.0427892595676719
1982-03-31,30,4.1,3.8,4.2,4.7,5.1,4.5,0,0.0095,0.0200997499999999,0.0320859220624998,0.0452450175687968,0.0570040240164457,-0.0149999999999999,-0.02796375,-0.0387729590625001,-0.0470310411787029,-0.0006126910771417,0.0033627455563454,0.0091511913395618,-0.0008084729545059,-0.0118564946883263
1982-03-31,31,7.8,5.5,5.7,5.9,6.0,5.1,0,0.01375,0.0281959375,0.0433618275781251,0.0590122549917968,0.0725146612429423,-0.00175,-0.0035520625,-0.0025727074218748,-0.0057491016382029,-0.0048626910771417,-0.0047334419436546,-0.0021247141760634,-0.0145757103775059,-0.0273671319148229
1982-03-31,40,5.9,3.6,5.1,6.3,5.3,8.9,0,0.009,0.0218647499999999,0.0379591198125,0.0517120781500155,0.0751126718888535,-0.0114999999999999,-0.0167491249999998,-0.0224656465624997,-0.0344279888095779,-0.0001126910771417,0.0015977455563453,0.0032779935895617,-0.0072755335357246,-0.0299651425607341
1982-03-31,41,9.8,9.5,9.5,8.5,8.0,8.0,0,0.02375,0.0480640624999999,0.0703354238281248,0.0917421323046874,0.1135769749507811,,,,,-0.0148626910771417,-0.0246015669436545,-0.0290983104260631,-0.0473055876903965,-0.0684294456226617
1982-03-31,60,7.7,5.9,5.8,6.7,6.8,6.3,0,0.01475,0.029463875,0.0467073949062499,0.0645014206196561,0.0812673179944156,,,,,-0.0058626910771417,-0.0060013794436546,-0.0054702815041882,-0.0200648760053652,-0.0361197886662962
1982-03-31,62,5.8,6.1,7.0,6.9,6.8,6.7,0,0.01525,0.0330168750000001,0.0508364160937502,0.0687006351673438,0.0866013708063968,-0.0137499999999999,-0.0260813749999995,-0.0397700068437496,-0.0548966320640156,-0.0063626910771417,-0.0095543794436547,-0.0095993026916885,-0.0242640905530528,-0.0414538414782774
1982-03-31,65,7.8,5.2,6.8,5.6,6.1,6.3,0,0.013,0.0302209999999998,0.0446440939999999,0.0605749164334998,0.0772789713673274,,,,,-0.0041126910771417,-0.0067585044436544,-0.0034069805979382,-0.0161383718192089,-0.032131442039208
1982-03-31,67,7.6,6.3,6.2,6.4,5.3,6.0,0,0.01575,0.031494125,0.0479980310000001,0.06188400491075,0.0778122649844113,-0.0032499999999999,-0.0073763749999999,-0.0108707261249998,-0.0168385414103438,-0.0068626910771417,-0.0080316294436546,-0.0067609175979383,-0.0174474602964591,-0.0326647356562919
1982-03-31,70,5.3,6.0,8.0,7.2,6.8,7.0,0,0.015,0.0352999999999998,0.0539353999999998,0.0718523017999996,0.0906097170814996,-0.0045,-0.0045900000000003,-0.0046726200000002,-0.0047520545400003,-0.0061126910771417,-0.0118375044436545,-0.0126982865979381,-0.0274157571857087,-0.0454621877533802
1982-03-31,72,7.5,7.0,6.5,6.5,6.5,6.7,0,0.0175,0.034034375,0.0508374335937502,0.0679135418896488,0.0858010937163005,,,,,-0.0086126910771417,-0.0105718794436546,-0.0096003201916885,-0.0234769972753579,-0.0406535643881811
1982-03-31,75,5.9,4.5,6.0,7.0,7.0,7.0,0,0.01125,0.0264187499999999,0.044381078125,0.0626577469921876,0.0812542575645509,-0.00625,-0.0063437499999998,-0.006454765625,-0.0065677240234374,-0.0023626910771417,-0.0029562544436545,-0.0031439647229383,-0.0182212023778967,-0.0361067282364315
1982-03-31,79,7.5,5.9,6.4,6.9,7.0,6.7,0,0.01475,0.0309859999999999,0.0487705084999998,0.0671239923987498,0.0849983192714289,-0.0037499999999999,-0.0058470000000001,-0.0062070690000002,-0.0068431814962504,-0.0058626910771417,-0.0075235044436545,-0.0075333950979381,-0.0226874477844589,-0.0398507899433095
1982-06-30,5,3.2,2.4,5.5,6.0,7.0,6.9,0,0.006,0.0198324999999999,0.0351299874999997,0.0532447622812497,0.0714132344306013,-0.0095,-0.0124232500000003,-0.0146741102500003,-0.0154558092282501,0.0084467935165606,0.0122323343904156,0.0001060942477097,-0.0173039588985859,-0.0234921632537163
1982-06-30,15,3.2,4.0,6.0,6.0,6.8,6.7,0,0.01,0.02515,0.04052725,0.0582162132499999,0.0759413348219375,,,,,0.0044467935165606,0.0069148343904155,-0.0052911682522904,-0.0222754098673361,-0.0280202636450526
1982-06-30,19,3.2,2.2,5.3,6.5,6.2,5.6,0,0.0055,0.0188228750000001,0.0353787467187503,0.051427117292891,0.0661470969349915,-0.0102499999999999,-0.0159724374999996,-0.0183015802343746,-0.0196389350549603,0.0089467935165606,0.0132419593904153,-0.0001426649710407,-0.0154863139102272,-0.0182260257581066
1982-06-30,31,3.3,3.6,5.1,5.5,4.9,5.6,0,0.009,0.0218647499999999,0.0359153903125,0.0486053538438282,0.0632858287976418,-0.00525,-0.0073454375000001,-0.0087329499999999,-0.0093622528076562,0.0054467935165606,0.0102000843904155,-0.0006793085647904,-0.0126645504611644,-0.0153647576207569
1982-06-30,40,3.4,1.5,5.5,6.3,8.2,7.1,0,0.00375,0.0175515624999997,0.0335779996093748,0.0547663486013669,0.0734884512890412,-0.009,-0.0111492500000003,-0.0087530986562502,-0.0107566166006682,0.0106967935165606,0.0145132718904157,0.0016580821383347,-0.0188255452187031,-0.0255673801121563
1982-06-30,41,6.0,6.5,6.6,6.8,7.0,7.0,0,0.01625,0.0330181250000001,0.050579433125,0.0689645732046875,0.0876714532357696,-0.0074999999999999,-0.0124865624999999,-0.0158353481249999,-0.0187785036703125,-0.0018032064834393,-0.0009532906095846,-0.0153433513772904,-0.0330237698220237,-0.0397503820588847
1982-06-30,51,3.2,3.4,3.8,4.0,4.4,4.8,0,0.0085,0.0180807499999999,0.0282615575,0.0395724346324999,0.0520473038480899,,,,,0.0059467935165606,0.0139840843904155,0.0069745242477095,-0.0036316312498361,-0.004126232671205
1982-06-30,60,3.3,4.3,5.6,5.8,5.0,5.3,0,0.01075,0.0249004999999999,0.0397615572499998,0.0527585767156248,0.0667076278571068,-0.0037499999999999,-0.0065923749999998,-0.0092666966249999,-0.0127918721579061,0.0036967935165606,0.0071643343904155,-0.0045254755022903,-0.016817773332961,-0.0187865566802218
1982-06-30,65,3.2,2.4,2.2,3.2,2.9,2.3,0,0.006,0.011533,0.019625264,0.0270175471639999,0.0329228980601927,-0.0109999999999999,-0.019705,-0.0273391154999997,-0.036436521313125,0.0084467935165606,0.0205318343904155,0.0156108177477094,0.0089232562186638,0.0149981731166921
1982-06-30,66,3.3,4.2,6.2,6.7,6.2,6.0,0,0.0105,0.0261627500000001,0.0433509760625001,0.0595229161914689,0.075415759934341,,,,,0.0039467935165606,0.0059020843904153,-0.0081148943147906,-0.0235821128088051,-0.027494688757456
1982-06-30,67,3.1,4.5,5.0,5.5,4.5,5.0,0,0.01125,0.0238906249999999,0.0379691210937498,0.0496462737060545,0.0627668521273803,-0.00425,-0.0078573750000001,-0.0074495399062504,-0.0114536672089455,0.0031967935165606,0.0081742093904155,-0.0027330393460403,-0.0137054703233907,-0.0148457809504953
1982-06-30,68,3.2,2.7,5.9,6.0,7.5,6.5,0,0.00675,0.0215995625,0.0369235559374998,0.056365872611328,0.0735318180412623,,,,,0.0076967935165606,0.0104652718904154,-0.0016874741897903,-0.0204250692286642,-0.0256107468643773
1982-06-30,69,3.2,4.0,5.6,6.5,7.5,7.5,0,0.01,0.02414,0.0407822750000002,0.0602969426562502,0.0801775103310551,,,,,0.0044467935165606,0.0079248343904154,-0.0055461932522906,-0.0243561392735864,-0.0322564391541702
1982-06-30,70,3.3,6.0,7.2,6.8,7.0,7.5,0,0.015,0.0332699999999999,0.0508355899999997,0.0692252128249997,0.0892731855654684,-0.005,-0.00509,-0.0051765300000001,-0.005267119275,-0.0005532064834393,-0.0012051656095843,-0.0155995082522901,-0.0332844094423359,-0.0413521143885835
1982-06-30,72,0.1,5.0,5.0,6.0,6.0,6.0,0,0.0125,0.0251562499999999,0.0405335937499999,0.0561415976562498,0.0719837216210934,-0.00375,-0.0076078125,-0.0090128847656252,-0.0109847843745123,0.0019467935165606,0.0069085843904155,-0.0052975120022904,-0.020200794273586,-0.0240626504442085
1982-06-30,75,3.5,3.7,6.5,7.0,7.0,7.0,0,0.00925,0.0256503125,0.04359919296875,0.0618621788457032,0.080444766975503,-0.0057499999999999,-0.0071121874999999,-0.00723665078125,-0.007363292169922,0.0051967935165606,0.0064145218904154,-0.0083631112210404,-0.0259213754630394,-0.0325236957986181
1982-06-30,79,3.3,-0.2,4.8,5.0,5.2,5.8,0,-0.0005,0.0114940000000001,0.0241376749999999,0.0374514647749999,0.0524945110142374,-0.0165,-0.0220319999999996,-0.0274750299999999,-0.0317757530337499,0.0149467935165606,0.0205708343904154,0.0110984067477095,-0.0015106613923361,-0.0045734398373524
1982-06-30,80,3.2,1.2,3.7,5.8,6.8,6.5,0,0.003,0.0122777499999999,0.0269557773749999,0.0444140255903748,0.0613857535062185,,,,,0.0114467935165606,0.0197870843904155,0.0082803043727095,-0.008473222207711,-0.0134646823293336
1982-09-30,5,4.6,8.5,6.5,6.3,6.2,6.0,0,0.02125,0.0378453125,0.0541913761718748,0.0705313425025389,0.0865893126400769,0.0075,0.0088890625000002,0.0072283917968751,0.0055082466470703,-0.0038828586314692,-0.0173520856851334,-0.0330034637022671,-0.0375337739023304,-0.0435188020461205
1982-09-30,19,4.3,7.2,2.2,5.5,6.0,6.0,0,0.018,0.0235990000000001,0.0376734862500001,0.05323858854375,0.0690371673719061,0.00475,-0.0061163125000001,-0.0080024135937502,-0.0070767738978128,-0.0006328586314692,-0.0031057731851336,-0.0164855737803923,-0.0202410199435416,-0.0259666567779497
1982-09-30,23,6.0,6.5,7.0,6.5,6.5,6.0,0,0.01625,0.034034375,0.0508374335937502,0.0679135418896488,0.0839322450179933,,,,,0.0011171413685307,-0.0135411481851335,-0.0296495211241425,-0.0349159732894404,-0.0408617344240369
1982-09-30,30,5.8,6.2,6.8,6.8,7.0,6.9,0,0.0155,0.0327634999999999,0.0503204794999998,0.0687010878912499,0.0871361816573739,,,,,0.0018671413685307,-0.0122702731851334,-0.0291325670303921,-0.0357035192910415,-0.0440656710634175
1982-09-30,35,6.3,7.0,3.5,7.0,6.0,6.5,0,0.0175,0.026403125,0.0443651796875002,0.0600306573828126,0.0772561555652835,,,,,-0.0001328586314692,-0.0059098981851335,-0.0231772672178924,-0.0270330887826042,-0.0341856449713271
1982-09-30,43,4.6,6.6,3.8,5.4,4.8,5.1,0,0.0165,0.0261567499999999,0.0400098661250001,0.0524899845185,0.0659092318211109,,,,,0.0008671413685307,-0.0056635231851334,-0.0188219536553924,-0.0194924159182916,-0.0228387212271545
1982-09-30,47,3.3,7.0,7.8,8.2,8.5,8.7,0,0.0175,0.0373412500000001,0.0586067456250001,0.0811021389695314,0.1046161104921186,,,,,-0.0001328586314692,-0.0168480231851335,-0.0374188331553924,-0.048104570369323,-0.0615455998981622
1982-09-30,51,6.1,5.5,5.2,5.0,4.9,4.8,0,0.01375,0.0269287499999997,0.0397653593749995,0.0525024850273434,0.0651325148476715,0.0042499999999999,0.0073337499999996,0.0089548143749995,0.0093222134873434,0.0036171413685307,-0.0064355231851331,-0.0185774469053918,-0.019504916427135,-0.0220620042537151
1982-09-30,60,7.1,7.4,8.0,6.2,6.1,5.4,0,0.0185,0.0388699999999999,0.0549724849999999,0.0710608153962499,0.0855201364040993,0.0044999999999999,0.010167,0.0134106975000001,0.0156983342118752,-0.0011328586314692,-0.0183767731851334,-0.0337845725303922,-0.0380632467960415,-0.042449625810143
1982-09-30,62,4.7,4.6,3.8,4.8,5.6,5.5,0,0.0115,0.02110925,0.0333625610000001,0.0478296368540001,0.0622372943607425,,,,,0.0058671413685307,-0.0006160231851335,-0.0121746485303924,-0.0148320682537916,-0.0191667837667861
1982-09-30,65,4.6,9.0,5.8,6.7,6.0,6.0,0,0.0225,0.03732625,0.0547014646875001,0.0705219866578126,0.0865798164576796,0.0169999999999999,0.02378225,0.0338092706875001,0.0437596625423128,-0.0051328586314692,-0.0168330231851334,-0.0335135522178924,-0.0375244180576042,-0.0435093058637232
1982-09-30,66,4.6,7.3,7.0,6.1,6.6,6.9,0,0.01825,0.036069375,0.0518694329687501,0.0692252786127345,0.0876694146688041,0.0027499999999999,0.0035597499999999,0.0033559087812498,0.0049840515624217,-0.0008828586314692,-0.0155761481851335,-0.0306815204991424,-0.0362277100125261,-0.0445989040748477
1982-09-30,68,4.6,8.0,4.6,6.6,6.0,5.6,0,0.02,0.03173,0.048753545,0.064484848175,0.0793876360494501,0.0052499999999999,0.0017587500000002,-0.0005296659374998,-0.0018492149402344,-0.0026328586314692,-0.0112367731851334,-0.0275656325303923,-0.0314872795747915,-0.0363171254554937
1982-09-30,69,4.6,6.0,6.0,6.5,7.0,6.5,0,0.015,0.0302249999999997,0.0469661562499998,0.0652880639843749,0.082598995024121,0.0009999999999999,-0.0002525000000004,-0.0028327968750003,-0.0041946195117192,0.0023671413685307,-0.0097317731851331,-0.0257782437803921,-0.0322904953841665,-0.0395284844301646
1982-09-30,70,6.3,8.9,5.1,6.0,6.3,6.0,0,0.02225,0.0352836875000002,0.0508129428125001,0.067363246661797,0.0833736953617239,0.0042499999999999,-2.2312499999621597e-05,-0.0026109121874997,-0.0058123056194527,-0.0048828586314692,-0.0147904606851336,-0.0296250303428924,-0.0343656780615886,-0.0403031847677675
1982-09-30,75,4.6,9.5,6.5,6.0,5.5,5.0,0,0.02375,0.0403859374999999,0.0559917265624998,0.0705116128027341,0.0838930079627682,0.0074999999999999,0.0063515624999999,0.0038617499999997,-3.063834960981282e-05,-0.0063828586314692,-0.0198927106851334,-0.0348038140928921,-0.0375140442025256,-0.0408224973688118
1982-09-30,79,4.4,7.6,4.9,5.4,6.0,6.2,0,0.019,0.0314827499999998,0.0454077671249999,0.0610888836318748,0.0775357613281688,0.0069999999999999,0.00683275,0.0074373171249999,0.008067862106875,-0.0016328586314692,-0.0109895231851333,-0.0242198546553922,-0.0280913150316663,-0.0344652507342124
1982-09-30,80,4.6,8.8,5.8,6.6,5.7,5.7,0,0.022,0.0368189999999999,0.0539265134999999,0.0689449663173751,0.0841774320873978,0.01275,0.0129348749999997,0.0126363583749999,0.0107338461715937,-0.0046328586314692,-0.0163257731851333,-0.0327386010303922,-0.0359473977171667,-0.0411069214934414
1982-09-30,84,4.3,8.0,3.0,5.0,4.0,4.5,0,0.02,0.0276500000000001,0.0404956250000001,0.05090058125,0.0627232127890624,,,,,-0.0026328586314692,-0.0071567731851336,-0.0193077125303924,-0.0179030126497916,-0.019652702195106
1982-09-30,87,6.1,6.0,6.0,7.0,7.0,7.0,0,0.015,0.0302249999999997,0.0482539374999997,0.0665983814062498,0.0852638530808593,,,,,0.0023671413685307,-0.0097317731851331,-0.027066025030392,-0.0336008128060414,-0.0421933424869029
1982-12-31,19,7.6,1.7,4.0,5.8,5.6,5.7,0,0.00425,0.0142925,0.02899974125,0.0434057376275001,0.0582742693886921,-0.00125,-0.0050331249999999,-0.0056157681249999,-0.0067290043881247,-0.0011772789347898,-0.01053695203141,-0.0136361359239502,-0.0181411422024402,-0.0227672704129324
1982-12-31,31,4.8,4.9,4.9,5.5,4.8,3.9,0,0.01225,0.0246500625000001,0.038739000859375,0.0512038688696876,0.0614531065911669,,,,,-0.0091772789347898,-0.0208945145314101,-0.0233753955333253,-0.0259392734446277,-0.0259461076154072
1982-12-31,35,7.9,0.8,4.7,6.0,6.0,6.0,0,0.002,0.0137734999999998,0.0289801024999998,0.0444148040374996,0.0600810260980619,-0.00675,-0.0126296250000002,-0.0128190693750003,-0.0143136043804692,0.0010727210652101,-0.0100179520314098,-0.01361649717395,-0.0191502086124397,-0.0245740271223022
1982-12-31,41,7.0,6.0,6.0,6.0,6.0,6.0,0,0.015,0.0302249999999997,0.0456783749999996,0.0613635506249994,0.0772840038843742,,,,,-0.0119272789347898,-0.0264694520314097,-0.0303147696739498,-0.0360989551999395,-0.0417770049086145
1982-12-31,43,7.6,3.5,4.8,5.0,4.8,5.0,0,0.00875,0.020855,0.0336156874999999,0.04601907575,0.0590943141968749,-0.00075,-0.00227325,-0.0017901015000001,-0.00258813705975,-0.0056772789347898,-0.01709945203141,-0.0182520821739502,-0.0207544803249402,-0.0235873152211152
1982-12-31,51,5.2,5.0,5.0,4.9,4.8,4.8,0,0.0125,0.0251562499999999,0.0377144140625,0.05016698703125,0.062768990875625,-0.0004999999999998,-0.0005062499999997,-0.0005124515624996,-0.0005186009812496,-0.0094272789347898,-0.0214007020314099,-0.0223508087364503,-0.0249023916061901,-0.0272619918998653
1982-12-31,60,7.6,3.2,5.1,5.0,5.8,6.1,0,0.008,0.020852,0.03361265,0.048600033425,0.0645911839347312,-0.012,-0.0149579999999998,-0.0179934525,-0.01720275145875,-0.0049272789347898,-0.01709645203141,-0.0182490446739502,-0.0233354379999402,-0.0290841849589715
1982-12-31,62,7.9,3.4,4.0,4.0,4.0,3.3,0,0.0085,0.0185849999999998,0.0287708499999999,0.0390585584999998,0.0476307916076248,-0.001,-0.0030290000000001,-0.0071457460000001,-0.0111018906950002,-0.0054272789347898,-0.0148294520314098,-0.0134072446739501,-0.0137939630749399,-0.0121237926318651
1982-12-31,66,7.6,4.7,5.5,6.3,6.8,6.0,0,0.01175,0.0256615624999998,0.0418157321093748,0.059526599555234,0.0754194985485625,-0.00575,-0.0073553125000001,-0.0082459213281251,-0.0086486174040627,-0.0086772789347898,-0.0219060145314098,-0.026452126783325,-0.0342620041301742,-0.0399124995728028
