,DATE,ID,INDUSTRY,CPI1,CPI2,CPI3,CPI4,CPI5,CPI6,f_t0,f_t1,f_t2,f_t3,f_t4,r_t0,r_t1,r_t2,r_t3,e_t0,e_t1,e_t2,e_t3,e_t4
1669,1999-06-30,465,1.0,1.5,3.4,1.9,2.2,1.9,1.9,0.0085,0.0132903749999999,0.0188634720625,0.0237030735547969,0.0285656631541821,0.0037499999999999,0.003516625,0.0035359664375,0.0027912666488594,0.0001991705442038,0.0018825968794253,0.0035925263190497,0.0086659331213108,0.0129071266495808
1670,1999-06-30,469,2.0,1.5,2.0,2.3,2.5,2.6,2.7,0.005,0.0107787499999998,0.0170961171874999,0.0237072419492185,0.0306172658323757,-0.0005,-0.0002515000000002,-3.143125002491587e-07,-3.163555315488509e-07,0.0036991705442038,0.0043942218794255,0.0053598811940498,0.0086617647268891,0.0108555239713872
1672,1999-06-30,472,2.0,1.5,2.9,2.5,2.2,2.1,2.2,0.0072499999999999,0.0135453125,0.0191198117187501,0.0244701907302735,0.0301047767792901,0.0017499999999999,0.0027664374999998,0.0030343476249998,0.0030502779500312,0.0014491705442038,0.0016276593794253,0.0033361866627996,0.0078988159458341,0.0113680130244728
1673,1999-06-30,475,2.0,1.5,1.6,1.7,1.8,1.7,1.8,0.004,0.008267,0.0128042015,0.0171086193563752,0.0216856081434788,-0.0012499999999999,-0.0027631874999998,-0.0045449246718749,-0.0065989388540741,0.0046991705442038,0.0069059718794253,0.0096517968815497,0.0152603873197325,0.0197871816602841
1674,1999-06-30,484,2.0,1.5,1.87,1.91,1.99,2.03,2.01,0.004675,0.009472323125,0.0144944479325468,0.0196430072558044,0.0247667133672648,1.5612511283791264e-17,-5.02337500001282e-05,-5.048366290627549e-05,-5.0739867495597224e-05,0.0040241705442038,0.0057006487544253,0.0079615504490029,0.0127259994203032,0.0167060764364981
1675,1999-06-30,498,1.0,1.5,3.7,2.0,2.3,1.8,1.8,0.00925,0.0142962499999999,0.0201284534374999,0.0247190314779686,0.0293302671196193,0.0055,0.0067821875,0.0088362132031252,0.009634445342715,-0.0005508294557961,0.0008767218794254,0.0023275449440498,0.0076499751981391,0.0121425226841436
1683,1999-09-30,20,2.0,3.5,3.5,3.5,3.5,3.5,3.5,0.00875,0.0175765625000001,0.0264803574218752,0.0354620605493167,0.0445223535791232,0.0047499999999999,0.0088075625000001,0.0126675124218753,0.0165801513243168,-0.0023320296831128,-0.0039383755766146,-0.003014653450756,-0.0029710858200748,-0.003407231236564
1684,1999-09-30,40,2.0,3.5,2.7,2.6,2.6,2.7,2.6,0.00675,0.013293875,0.0198802851874999,0.0267644771125157,0.0334384462137469,0.0015,0.002515,0.0032894316562501,0.0035657830333126,-0.0003320296831128,0.0003443119233854,0.0035854187836192,0.0057264976167261,0.0076766761288122
1685,1999-09-30,65,2.0,3.5,2.2,2.2,2.3,2.4,2.3,0.0055,0.0110302500000001,0.0168436739374999,0.022944735981125,0.0288266682130164,0.0012499999999999,0.0022611249999999,0.0047960492812497,0.0078609684509063,0.0009179703168871,0.0026079369233853,0.0066220300336192,0.0095462387481168,0.0122884541295427
1686,1999-09-30,84,1.0,3.5,2.2,2.75,3.0,3.0,3.0,0.0055,0.0124128125,0.02000590859375,0.0276559529082032,0.0353633725550148,-0.00075,-0.0001262500000001,0.0011384769531246,0.0024205998198238,0.0009179703168871,0.0012253744233854,0.0034597953773691,0.0048350218210386,0.0057517497875443
1687,1999-09-30,94,1.0,3.5,2.7,2.4,2.2,2.1,2.2,0.00675,0.0127905000000001,0.0183608477500001,0.0237072422006876,0.0293376320327916,-3.2959746043559335e-17,0.0007550625000003,0.0007592153437501,0.0005088008162033,-0.0003320296831128,0.0008476869233853,0.0051048562211191,0.0087837325285542,0.0117774903097676
1689,1999-09-30,407,1.0,3.5,1.6,3.0,2.5,2.3,2.3,0.004,0.01153,0.0178520625,0.0237047118593749,0.0295910139525663,-0.00275,-0.0025189374999998,-0.0038022420312497,-0.0056119999558594,0.0024179703168871,0.0021081869233854,0.0056136414711192,0.0087862628698669,0.0115241083899928
1691,1999-09-30,414,1.0,3.5,2.2,2.4,2.3,2.4,2.3,0.0055,0.011533,0.0173493147499999,0.0234534106384998,0.0293382677496711,-0.0002499999999999,0.0005028125000001,0.00176949140625,0.0022878982663592,0.0009179703168871,0.0021051869233854,0.0061163892211193,0.009037564090742,0.011776854592888
1692,1999-09-30,420,2.0,3.5,2.5,2.4,2.1,2.2,2.4,0.00625,0.0122875,0.017602009375,0.0231988204265625,0.0293380133491218,0.0022499999999999,0.0037694999999999,0.003789289875,0.0038101309693123,0.0001679703168871,0.0013506869233854,0.0058636945961192,0.0092921543026793,0.0117771089934373
1694,1999-09-30,426,2.0,3.5,2.0,2.3,2.4,2.7,2.8,0.005,0.0107787499999998,0.0168434224999998,0.0237071156018748,0.0308730654110878,-0.00125,-0.0010056250000003,-0.0012646048437503,-0.0012731409264457,0.0014179703168871,0.0028594369233856,0.0066222814711194,0.008783859127367,0.0102420569314714
1695,1999-09-30,446,2.0,3.5,2.5,2.4,2.4,2.5,2.6,0.00625,0.0122875,0.018361225,0.02472598265625,0.0313867015435156,-8.847089727481715e-17,0.0,0.0,0.0,0.0001679703168871,0.0013506869233854,0.0051044789711192,0.0077649920729918,0.0097284207990435
1696,1999-09-30,456,1.0,3.5,2.1,3.2,2.4,2.5,2.5,0.00525,0.013292,0.019371752,0.02574282545,0.0321537181090627,-0.00075,0.0012559999999999,0.0012635360000001,0.0012714331000001,0.0011679703168871,0.0003461869233853,0.0040939519711191,0.0067481492792418,0.0089614042334964
1697,1999-09-30,463,3.0,3.5,1.9,2.1,2.2,2.4,2.3,0.00475,0.0100249375000001,0.0155800746562502,0.0216735551041877,0.0275481780460367,0.00025,1.8750000019274185e-07,1.8853125016704553e-07,-0.0005076002806247,0.0016679703168871,0.0036132494233853,0.007885629314869,0.0108174196250541,0.0135669442965224
1699,1999-09-30,465,1.0,3.5,2.6,2.2,1.9,1.9,1.9,0.0065,0.0120357499999999,0.0168429198124999,0.0216729236816093,0.0265258700690969,0.0017499999999999,0.0017596249999998,0.0017679832187498,0.0017763811390389,-8.202968311282234e-05,0.0016024369233855,0.0066227841586192,0.0108180510476325,0.0145892522734623
1701,1999-09-30,469,2.0,3.5,2.3,2.5,2.5,2.6,2.7,0.00575,0.0120359375,0.0183611621093751,0.0249805096630859,0.0318991281033118,7.806255641895632e-17,0.0,-0.0002530089843748,-0.0005093070855468,0.0006679703168871,0.0016022494233853,0.0051045418617441,0.0075104650661559,0.0092159942392473
1702,1999-09-30,470,2.0,3.5,2.0,2.1,2.1,2.4,2.6,0.005,0.0102762499999997,0.0155802003124998,0.0216736815143747,0.028314560444218,-0.0007499999999999,-0.0007539375,-0.0015161683125,-0.0020338135066877,0.0014179703168871,0.0033619369233857,0.0078855036586193,0.0108172932148671,0.0128005618983411
1703,1999-09-30,472,2.0,3.5,2.0,2.0,2.1,2.2,2.1,0.005,0.0100249999999997,0.0153276312499996,0.0209119332218747,0.0262717208712897,-0.00125,-0.0017593750000004,-0.0017686117187505,-0.0017783390832035,0.0014179703168871,0.0036131869233857,0.0081380727211195,0.0115790415073671,0.0148434014712695
1704,1999-09-30,475,2.0,3.5,2.0,2.0,2.2,2.4,2.7,0.005,0.0100249999999997,0.0155801374999997,0.0216736183249997,0.0285699152486935,0.0007499999999999,0.0012558749999995,0.0025237437187495,0.0040584707717339,0.0014179703168871,0.0036131869233857,0.0078855664711194,0.0108173564042421,0.0125452070938656
1705,1999-09-30,484,2.0,3.5,2.33,2.29,2.33,2.31,2.34,0.005825,0.011583348125,0.017475821127828,0.0233517439948414,0.0293383516972112,0.00105,0.0018095925000001,0.0025774636930313,0.0033535223139347,0.0005929703168871,0.0020548387983854,0.0059898828432911,0.0091392307344004,0.0117767706453479
1708,1999-09-30,498,1.0,3.5,1.9,2.0,1.8,1.8,1.8,0.00475,0.0097737499999999,0.0143177318749998,0.0188821616684373,0.0234671313959453,-0.0002499999999998,-0.0010049999999999,-0.0010095224999999,-0.00101406535125,0.0016679703168871,0.0038644369233855,0.0091479720961193,0.0136088130608045,0.0176479909466138
1709,1999-09-30,499,1.0,3.5,2.2,2.0,2.5,1.9,1.8,0.0055,0.0105275,0.016843296875,0.0216733025351563,0.0262708323965643,0.001,-0.0022596249999999,-0.0025269444374997,-0.0038131602252187,0.0009179703168871,0.0031106869233854,0.0066224070961191,0.0108176721940855,0.0148442899459948
1711,1999-09-30,502,2.0,3.5,3.0,2.0,2.3,2.6,2.7,0.0075,0.0125374999999998,0.0183595906249998,0.0249789279640622,0.0318975357278197,0.0012499999999999,-0.0002531250000001,-0.0002545804687501,-0.0002562352417969,-0.0010820296831128,0.0011006869233856,0.0051061133461194,0.0075120467651796,0.0092175866147394
1712,1999-09-30,504,1.0,3.5,2.0,0.9,1.1,1.6,1.7,0.005,0.0072612499999999,0.0100312184374999,0.01407134331125,0.0183811465203229,0.0014999999999999,-1.8749999999290168e-06,-0.0010091432812497,-0.000760419763945,0.0014179703168871,0.0063769369233854,0.0134344855336192,0.0184196314179918,0.0227339758222362
1713,1999-09-30,506,2.0,3.5,2.4,2.3,2.3,2.4,2.5,0.006,0.0117844999999998,0.0176022608749997,0.0237078744402496,0.0301060486555013,0.0017499999999999,0.0032664374999995,0.0047979966093743,0.0065991920514951,0.0004179703168871,0.0018536869233856,0.0058634430961195,0.0087831002889922,0.0110090736870578
1714,1999-09-30,507,3.0,3.5,2.3,3.0,3.6,1.7,2.5,0.00575,0.0132931249999999,0.0224127631249997,0.026758017368281,0.0331752549768329,-0.00175,-0.0025187500000003,-0.0027953717187505,-0.0053702723856645,0.0006679703168871,0.0003450619233855,0.0010529408461195,0.0057329573609608,0.0079398673657262
1715,1999-09-30,508,2.0,4.1,3.2,2.0,2.0,2.0,2.0,0.008,0.0130399999999999,0.0181051999999999,0.0231957259999997,0.0283117046299996,-6.938893903907228e-18,0.0,2.220446049250313e-16,0.0,-0.0015820296831128,0.0005981869233855,0.0053605039711193,0.0092952487292421,0.0128034177125595
1716,1999-09-30,510,2.0,3.5,1.0,2.2,1.0,2.0,2.0,0.0025,0.0080137499999999,0.0105337843749999,0.0155864532968748,0.020664385563359,-0.0012499999999999,0.000750625,-2.945781249819035e-06,0.001512844585078,0.0039179703168871,0.0056244369233855,0.0129319195961192,0.016904521432367,0.0204507367792001
1717,1999-12-31,20,2.0,2.6,2.9,3.0,2.9,2.8,3.0,0.0072499999999999,0.0148043749999999,0.02216170671875,0.0293168386657811,0.0370367149557746,-0.0015,-0.0027721875000001,-0.0043186507031252,-0.0061452218835356,-7.582702271815428e-05,0.0021346445296932,0.0037450290325453,0.0051590481417118,0.004414062246298
1718,1999-12-31,40,2.0,2.6,2.5,2.5,2.9,2.9,2.9,0.00625,0.0125390625000001,0.0198799707031251,0.0272741004907228,0.0347218377192806,-0.0002499999999999,-0.0005031874999998,-3.1448437476377933e-07,0.0007645934495041,0.0009241729772818,0.004399957029693,0.0060267650481702,0.0072017863167701,0.006728939482792
1719,1999-12-31,65,2.0,2.6,2.5,2.0,1.5,1.7,1.8,0.00625,0.0112812499999999,0.0150735546874998,0.0193876172949218,0.023974861572749,0.0007499999999999,-3.7499999994139444e-07,-0.0022757600625,-0.0038114560148905,0.0009241729772818,0.0056577695296933,0.0108331810637956,0.0150882695125711,0.0174759156293236
1720,1999-12-31,84,1.0,2.6,3.0,3.0,3.0,3.0,3.0,0.0075,0.0150562500000002,0.0226691718750002,0.0303391906640628,0.0380667345940433,0.000625,0.0006296875000002,0.0006344101562503,0.000639168232422,-0.0003258270227181,0.001882769529693,0.0032375638762951,0.0041366961434301,0.0033840426080293
1723,1999-12-31,407,1.0,2.6,2.7,2.5,2.3,2.3,2.5,0.00675,0.0130421875000001,0.018867180078125,0.0247256663635742,0.0311302017783465,-0.00075,-0.0007546874999997,-0.0007590269531247,-0.0007633913581053,0.0004241729772818,0.003896832029693,0.0070395556731703,0.0097502204439188,0.0103205754237261
1724,1999-12-31,420,2.0,2.6,2.4,2.1,2.2,2.4,2.7,0.006,0.0112814999999999,0.01684354825,0.0229446095395,0.0298494856538917,-5.204170427930421e-18,0.0,0.0,2.220446049250313e-16,0.0011741729772818,0.0056575195296932,0.0090631875012954,0.0115312772679929,0.0116012915481809
1730,1999-12-31,446,2.0,2.6,2.4,2.4,2.5,2.6,2.7,0.006,0.0120359999999999,0.018361225,0.0249805729624998,0.0318991918299969,-5.204170427930421e-18,0.0,0.0,0.0,0.0011741729772818,0.0049030195296932,0.0075455107512953,0.0094953138449931,0.0095515853720757
1731,1999-12-31,456,1.0,2.6,3.2,2.4,2.5,2.6,2.7,0.008,0.014048,0.0203858000000001,0.0270183077000001,0.0339506812769752,-6.938893903907228e-18,0.0,0.0,0.0002550964499998,-0.0008258270227181,0.0028910195296931,0.0055209357512953,0.0074575791074928,0.0075000959250974
1733,1999-12-31,463,3.0,2.6,2.8,2.0,2.2,2.3,2.5,0.0069999999999999,0.0120349999999997,0.0176011924999999,0.0234523993568749,0.0298489768528555,0.00175,0.0012561249999996,0.0007576442499996,0.0007620007044373,0.0001741729772818,0.0049040195296934,0.0083055432512955,0.011023487450618,0.011601800349217
1734,1999-12-31,465,1.0,2.6,3.1,2.0,2.0,2.0,2.0,0.00775,0.0127887499999999,0.0178526937499998,0.0229419572187496,0.0280566670048434,0.0022499999999999,0.0025126249999998,0.0027777571562499,0.0030454146761793,-0.0005758270227181,0.0041502695296933,0.0080540420012955,0.0115339295887433,0.0133941101972292
1735,1999-12-31,466,1.0,2.6,2.8,2.9,3.0,3.2,3.3,0.0069999999999999,0.0143007499999998,0.0219080056249998,0.0300832696699997,0.0385814566447773,-0.0025,-0.0027705000000002,-0.002282743125,-0.0010207666340629,0.0001741729772818,0.0026382695296933,0.0039987301262955,0.0043926171374932,0.0028693205572953
1736,1999-12-31,469,2.0,2.6,2.6,2.6,2.7,2.7,2.8,0.0065,0.0130422499999998,0.0198802851874997,0.0267644771125152,0.0339518284523028,0.0002499999999999,0.0005031874999996,0.0007597187812495,0.000764846883023,0.0006741729772818,0.0038967695296934,0.0060264505637956,0.0077114096949777,0.0074989487497698
1737,1999-12-31,470,2.0,2.6,2.0,2.0,2.3,2.3,2.0,0.005,0.0100249999999997,0.0158326437499995,0.0216736814515621,0.0267820498588198,-0.0002499999999999,-0.0005025625000001,-0.0007580841250003,-0.001524886154625,0.0021741729772818,0.0069140195296935,0.0100740920012958,0.0128022053559309,0.0146687273432528
1738,1999-12-31,472,2.0,2.6,2.0,2.1,2.2,2.1,2.2,0.005,0.0102762499999997,0.0158327693749997,0.0211658914142185,0.0267823038169967,1.0668549377257364e-16,0.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0021741729772818,0.0066627695296934,0.0100739663762956,0.0133099953932744,0.0146684733850759
1739,1999-12-31,475,2.0,2.6,2.2,2.3,2.4,2.5,2.6,0.0055,0.011281625,0.0173493147500001,0.0237077479671876,0.0303618483289742,0.0005000000000001,0.0007541250000002,0.0007586497500002,0.0002550959784377,0.0016741729772818,0.0056573945296931,0.0085574210012953,0.0107681388403053,0.0110889288730984
1742,1999-12-31,484,2.0,2.6,2.7,2.7,2.8,2.9,2.8,0.00675,0.0135455625,0.0206403814375,0.0280400242029219,0.0352363043723422,0.001025,0.0019622143749999,0.003215139477078,0.0046628445770315,0.0004241729772818,0.0033934570296931,0.0052663543137954,0.006435862604571,0.0062144728297304
1744,1999-12-31,488,1.0,2.6,2.5,2.4,2.4,2.5,2.6,0.00625,0.0122875,0.018361225,0.02472598265625,0.0313867015435156,0.0005,0.0005030000000001,0.0005060180000002,0.0005091806125001,0.0009241729772818,0.0046515195296932,0.0075455107512953,0.0097499041512429,0.010064075658557
1745,1999-12-31,498,1.0,2.6,1.9,1.8,1.7,1.7,1.7,0.00475,0.0092713749999999,0.0135607783437501,0.0178684116517111,0.0221943524012309,-0.0002499999999998,-0.0002511249999999,-0.0005045729062496,-0.0007602336789136,0.0024241729772818,0.0076676445296932,0.0123459574075452,0.0166074751557818,0.0192564248008417
1746,1999-12-31,499,1.0,2.6,2.8,2.8,2.5,2.2,1.9,0.0069999999999999,0.0140489999999997,0.0203868062499998,0.0259989336843748,0.0308724286193757,0.0020000000000001,0.0027677499999998,0.0043019703124997,0.0053417159851563,0.0001741729772818,0.0028900195296934,0.0055199295012955,0.0084769531231181,0.0105783485826969
1747,1999-12-31,500,2.0,2.6,2.6,2.6,2.6,2.7,2.8,0.0065,0.0130422499999998,0.0196270246249996,0.0265095070412184,0.0336950735905068,0.00075,0.0010063124999997,-0.0020232542812506,-0.0002490232595628,0.0006741729772818,0.0038967695296934,0.0062797111262957,0.0079663797662745,0.0077557036115658
1748,1999-12-31,502,2.0,2.6,2.7,3.3,3.1,2.7,2.5,0.00675,0.0150556875,0.022922369078125,0.0298270950694024,0.0362635144135863,0.0017500000000001,0.0042769375000002,0.0055735572031254,0.0056111787142463,0.0004241729772818,0.0018833320296931,0.0029843666731703,0.0046487917380906,0.0051872627884863
1749,1999-12-31,504,1.0,2.6,2.2,1.4,1.7,1.8,1.7,0.0055,0.0090192500000001,0.0133075818125001,0.0178674659306563,0.0221934026608616,0.0032499999999999,0.0040130625000001,0.0042813695624999,0.0045528922785935,0.0016741729772818,0.007919769529693,0.0125991539387952,0.0166084208768366,0.019257374541211
1750,1999-12-31,506,2.0,2.6,2.0,2.5,2.5,2.6,2.5,0.005,0.0112812499999999,0.0176017578125,0.0242161692382811,0.0306175202960206,-0.0007499999999999,-0.0002518124999997,-5.030624996571476e-07,0.0002538942328125,0.0021741729772818,0.0056577695296933,0.0083049779387953,0.0102597175692118,0.010833256906052
1751,1999-12-31,507,3.0,2.6,2.9,3.0,2.2,2.1,3.5,0.0072499999999999,0.0148043749999999,0.0203857990625,0.0257428245075781,0.0347180742220194,-0.00025,-0.0017631249999998,-0.0005021128124997,-0.0015256368166405,-7.582702271815428e-05,0.0021346445296932,0.0055209366887953,0.0087330622999148,0.0067327029800532
1752,1999-12-31,508,2.0,2.6,2.0,2.0,2.0,2.0,2.3,0.005,0.0100249999999997,0.0150751249999996,0.0201505006249995,0.0260163660035932,1.0668549377257364e-16,-2.220446049250313e-16,0.0,0.0,0.0021741729772818,0.0069140195296935,0.0108316107512957,0.0143253861824934,0.0154344111984794
1753,1999-12-31,510,2.0,2.6,2.0,1.8,2.0,1.7,1.6,0.005,0.0095224999999998,0.0145701124999997,0.0188820354781247,0.0229575636200372,-0.0005,0.0015087499999999,0.0015162937499999,0.0007629476343751,0.0021741729772818,0.0074165195296933,0.0113366232512956,0.0155938513293683,0.0184932135820354
1755,2000-03-31,20,2.0,2.9,3.0,2.9,2.8,3.1,3.2,0.0075,0.0148043749999999,0.0219080056249998,0.0298277926685934,0.0380664150099421,-6.245004513516506e-17,0.0,0.0,0.0002554770014058,0.0021952908587257,0.0037947544024534,0.0051992361636823,0.0042046568763214,0.0070463669449452
1756,2000-03-31,40,2.0,2.9,2.6,3.2,2.9,2.8,2.9,0.0065,0.0145519999999998,0.0219075019999999,0.0290608545139998,0.0365215457092262,0.0002499999999999,0.0010066874999998,0.0010139859843747,0.0007658605072613,0.0031952908587257,0.0040471294024535,0.0051997397886822,0.004971595030915,0.008591236245661
1757,2000-03-31,65,2.0,2.9,1.7,1.8,1.9,2.0,1.9,0.00425,0.0087691249999999,0.0135607783437499,0.0186285822354685,0.0234670680010871,-0.0007499999999998,3.750000001634391e-07,0.00050476115625,0.0010138129706249,0.0054452908587257,0.0098300044024535,0.0135464634449322,0.0154038673094463,0.0216457139538002
1759,2000-03-31,407,1.0,2.9,3.2,2.5,2.6,2.7,2.9,0.008,0.0143000000000002,0.0208929500000001,0.0277839774125001,0.0352354112487407,0.0017499999999999,0.0022640625000001,0.0030378058593751,0.0035672386209961,0.0016952908587257,0.0042991294024532,0.006214291788682,0.0062484721324147,0.0098773707061465
1762,2000-03-31,420,2.0,2.9,2.3,2.4,2.5,2.7,2.8,0.00575,0.0117844999999998,0.018108153125,0.0249803831585937,0.0321552458407037,0.0005,0.0010056249999998,0.001264604875,0.001273140957906,0.0039452908587257,0.0068146294024535,0.0089990886636821,0.0090520663863211,0.0129575361141835
1763,2000-03-31,421,2.0,2.9,3.1,2.8,2.4,2.1,1.9,0.00775,0.0148042499999998,0.0208930754999998,0.0262527641463747,0.0311274647760702,0.0025,0.0037740625,0.0043022219687498,0.0040706609207028,0.0019452908587257,0.0037948794024535,0.0062141662886823,0.0077796853985401,0.0139853171788171
1765,2000-03-31,429,2.0,2.9,3.7,3.0,2.8,2.7,2.6,0.00925,0.016819375,0.0239371106249999,0.0308486861217187,0.0375492025815098,0.0024999999999999,0.00453225,0.0053231910937499,0.0056137761135157,0.0004452908587257,0.0017797544024533,0.0031701311636822,0.0031837634231961,0.0075635793733774
1766,2000-03-31,431,1.0,2.9,2.4,2.2,2.2,2.5,2.5,0.006,0.011533,0.0170964315000001,0.0234532841968753,0.0298498672231057,-5.204170427930421e-18,0.0,-0.0005057664999996,-0.0007633280901246,0.0036952908587257,0.0070661294024534,0.010010810288682,0.0105791653480395,0.0152629147317815
1767,2000-03-31,433,2.0,2.9,2.6,2.4,2.1,2.2,2.2,0.0065,0.0125389999999998,0.0178548297499998,0.0234530313136249,0.0290820229858499,0.0004999999999999,0.0007544999999997,-3.7725000012756027e-07,-0.0005093069283752,0.0031952908587257,0.0060601294024535,0.0092524120386823,0.0105794182312899,0.0160307589690373
1768,2000-03-31,456,1.0,2.9,2.7,2.6,2.3,2.6,2.6,0.00675,0.013293875,0.0191203147812499,0.0257445968273279,0.0324119367067055,0.0007499999999999,0.001006375,0.0002529460312499,-1.2666173465625266e-07,0.0029452908587257,0.0053052544024534,0.0079869270074321,0.0082878527175869,0.0127008452481818
1769,2000-03-31,463,3.0,2.9,2.3,2.4,2.3,2.5,2.5,0.00575,0.0117844999999998,0.0176022608749997,0.0239622750054686,0.0303620392242529,0.0007500000000001,0.0012569999999998,0.0012642277499996,0.0012721291734372,0.0039452908587257,0.0068146294024535,0.0095049809136824,0.0100701745394462,0.0147507427306343
1771,2000-03-31,465,1.0,2.9,2.3,2.2,2.0,2.0,2.0,0.00575,0.011281625,0.016338033125,0.021419723290625,0.026526821907078,0.0007500000000001,0.0012566250000001,0.0012629081250001,0.0012692226656252,0.0039452908587257,0.0073175044024533,0.0107692086636821,0.0126127262542898,0.0185859600478093
1772,2000-03-31,469,2.0,2.9,3.0,3.1,3.1,3.2,3.2,0.0075,0.015308125,0.0231767629687498,0.0313621770724998,0.0396130744890799,0.001,0.0020142500000002,0.0030431543125,0.0040876331556565,0.0021952908587257,0.0032910044024534,0.0039304788199323,0.002670272472415,0.0054997074658074
1773,2000-03-31,470,2.0,2.9,2.3,2.5,2.5,2.3,2.0,0.00575,0.0120359375,0.0183611621093751,0.0242167387915039,0.0293378224854614,0.0007500000000001,0.0012571875000004,0.0017704342968754,0.0025430573399418,0.0039452908587257,0.0065631919024533,0.008746079679307,0.0098157107534109,0.0157749594694258
1774,2000-03-31,481,3.0,2.9,2.0,2.2,2.5,2.3,2.3,0.005,0.0105275,0.016843296875,0.0226901458320312,0.0285706141705652,-0.00175,-0.0025146875000001,-0.0012641015624998,-0.0005077895976561,0.0046952908587257,0.0080716294024534,0.0102639449136821,0.0113423037128836,0.016542167784322
1775,2000-03-31,484,2.0,2.9,2.95,3.45,3.35,3.15,3.2,0.007375,0.0160636093749999,0.0245731421035155,0.0326416555975808,0.0409027888423614,0.0006249999999999,0.0022663593749998,0.0034258620410154,0.0043463445746434,0.0023202908587257,0.0025355200274534,0.0025340996851666,0.0013907939473341,0.0042099931125259
1776,2000-03-31,498,1.0,2.9,2.3,1.5,1.3,1.5,1.7,0.00575,0.0095215624999998,0.0128025075781248,0.0166005169815426,0.0209210691787142,0.00125,0.0007524374999996,-0.0002538862031253,-0.0007613664732777,0.0039452908587257,0.0090775669024536,0.0143047342105573,0.0174319325633722,0.024191712776173
1777,2000-03-31,499,1.0,2.9,1.5,1.8,2.7,1.9,2.2,0.00375,0.0082668749999998,0.0150726764062498,0.0198942716191796,0.0255036901130851,-0.0032499999999998,-0.0050268750000002,-0.00379418921875,-0.0038122116175391,0.0059452908587257,0.0103322544024535,0.0120345653824323,0.0141381779257352,0.0196090918418021
1778,2000-03-31,500,2.0,2.9,1.8,3.9,2.9,2.8,1.5,0.0045,0.0142938749999999,0.0216475055937499,0.0287990381329061,0.0326570345259045,-0.0019999999999999,0.001251625,0.0017672204062502,0.001779590949094,0.0051952908587257,0.0043052544024535,0.0054597361949322,0.0052334114120087,0.0124557474289828
1779,2000-03-31,506,2.0,2.9,2.5,2.5,2.5,2.4,2.3,0.00625,0.0125390625000001,0.0188674316406252,0.0249806362304689,0.030874274888794,-8.847089727481715e-17,0.0,-0.0002531347656249,-0.0005094337158202,0.0034452908587257,0.0060600669024533,0.0082398101480569,0.0090518133144459,0.0142385070660933
1780,2000-03-31,507,3.0,2.9,3.0,2.8,2.9,2.8,2.8,0.0075,0.0145524999999999,0.0219080056249998,0.0290613616643746,0.0362647911960252,-6.245004513516506e-17,0.0015112499999998,0.0035482890624998,0.0017909975819527,0.0021952908587257,0.0040466294024534,0.0051992361636823,0.0049710878805402,0.0088479907588621
1781,2000-03-31,510,2.0,2.9,2.4,2.0,1.8,1.6,1.5,0.006,0.0110299999999998,0.0155796349999999,0.0196419535399998,0.0234656108657747,0.0015,0.0015074999999999,0.001766664375,0.0017737310325001,0.0036952908587257,0.0075691294024535,0.0115276067886822,0.014390496004915,0.0216471710891126
1782,2000-03-31,512,2.0,2.9,2.7,2.6,2.4,2.3,2.3,0.00675,0.013293875,0.01937363825,0.0252350366699374,0.0311301381307895,0.0004999999999999,0.0007548124999998,0.0012656109062498,0.0020364691894687,0.0029452908587257,0.0053052544024534,0.0077336035386821,0.0087974128749774,0.0139826438240977
1783,2000-06-30,20,2.0,4.0,4.2,4.2,4.3,4.3,4.4,0.0105,0.0211102499999999,0.0320871851874999,0.0431821224282655,0.0546571257749763,0.00325,0.0068095000000001,0.0099256043750002,0.012843248969266,-0.0016816578483245,-0.0038654920145011,-0.0079837166395868,-0.0081047169804895,-0.0117411939701557
1784,2000-06-30,65,2.0,4.0,2.8,2.7,2.6,2.5,2.5,0.0069999999999999,0.0137972499999998,0.0203869321249998,0.0267643504507812,0.0331816276410987,0.0025,0.0045258750000001,0.00606920025,0.0076286093493751,0.0018183421516754,0.0034475079854989,0.0037165364229132,0.0083130549969947,0.0097343041637218
1785,2000-06-30,407,1.0,4.0,2.9,2.3,2.6,2.7,2.8,0.0072499999999999,0.0130416874999998,0.0196264584687497,0.0265089370634139,0.0336944996228576,0.0009999999999999,0.0002510624999998,-5.032500003387952e-07,-0.0005103201277971,0.0015683421516754,0.0042030704854989,0.0044770100791633,0.008568468384362,0.009221432181963
1786,2000-06-30,420,2.0,4.0,3.6,2.7,3.0,2.9,3.1,0.009,0.0158107499999999,0.0234293306249999,0.0308491932720311,0.0388382745198894,0.0029999999999999,0.0035232499999999,0.0043088899999998,0.0045949095626562,-0.0001816578483245,0.0014340079854988,0.0006741379229131,0.0042282121757448,0.0040776572849312
1787,2000-06-30,421,2.0,4.0,3.2,2.3,2.3,1.9,2.0,0.008,0.0137959999999999,0.0196253269999997,0.0244685473032497,0.0295908900397658,0.0010000000000001,0.0007539999999999,0.0012648564999999,0.0012708645683747,0.0008183421516754,0.0034487579854989,0.0044781415479133,0.0106088581445262,0.0133250417650547
