DATE,RCON65Q4,RCON66Q1,RCON66Q2,RCON66Q3,RCON66Q4,RCON67Q1,RCON67Q2,RCON67Q3,RCON67Q4,RCON68Q1,RCON68Q2,RCON68Q3,RCON68Q4,RCON69Q1,RCON69Q2,RCON69Q3,RCON69Q4,RCON70Q1,RCON70Q2,RCON70Q3,RCON70Q4,RCON71Q1,RCON71Q2,RCON71Q3,RCON71Q4,RCON72Q1,RCON72Q2,RCON72Q3,RCON72Q4,RCON73Q1,RCON73Q2,RCON73Q3,RCON73Q4,RCON74Q1,RCON74Q2,RCON74Q3,RCON74Q4,RCON75Q1,RCON75Q2,RCON75Q3,RCON75Q4,RCON76Q1,RCON76Q2,RCON76Q3,RCON76Q4,RCON77Q1,RCON77Q2,RCON77Q3,RCON77Q4,RCON78Q1,RCON78Q2,RCON78Q3,RCON78Q4,RCON79Q1,RCON79Q2,RCON79Q3,RCON79Q4,RCON80Q1,RCON80Q2,RCON80Q3,RCON80Q4,RCON81Q1,RCON81Q2,RCON81Q3,RCON81Q4,RCON82Q1,RCON82Q2,RCON82Q3,RCON82Q4,RCON83Q1,RCON83Q2,RCON83Q3,RCON83Q4,RCON84Q1,RCON84Q2,RCON84Q3,RCON84Q4,RCON85Q1,RCON85Q2,RCON85Q3,RCON85Q4,RCON86Q1,RCON86Q2,RCON86Q3,RCON86Q4,RCON87Q1,RCON87Q2,RCON87Q3,RCON87Q4,RCON88Q1,RCON88Q2,RCON88Q3,RCON88Q4,RCON89Q1,RCON89Q2,RCON89Q3,RCON89Q4,RCON90Q1,RCON90Q2,RCON90Q3,RCON90Q4,RCON91Q1,RCON91Q2,RCON91Q3,RCON91Q4,RCON92Q1,RCON92Q2,RCON92Q3,RCON92Q4,RCON93Q1,RCON93Q2,RCON93Q3,RCON93Q4,RCON94Q1,RCON94Q2,RCON94Q3,RCON94Q4,RCON95Q1,RCON95Q2,RCON95Q3,RCON95Q4,RCON96Q1,RCON96Q2,RCON96Q3,RCON96Q4,RCON97Q1,RCON97Q2,RCON97Q3,RCON97Q4,RCON98Q1,RCON98Q2,RCON98Q3,RCON98Q4,RCON99Q1,RCON99Q2,RCON99Q3,RCON99Q4,RCON00Q1,RCON00Q2,RCON00Q3,RCON00Q4,RCON01Q1,RCON01Q2,RCON01Q3,RCON01Q4,RCON02Q1,RCON02Q2,RCON02Q3,RCON02Q4,RCON03Q1,RCON03Q2,RCON03Q3,RCON03Q4,RCON04Q1,RCON04Q2,RCON04Q3,RCON04Q4,RCON05Q1,RCON05Q2,RCON05Q3,RCON05Q4,RCON06Q1,RCON06Q2,RCON06Q3,RCON06Q4,RCON07Q1,RCON07Q2,RCON07Q3,RCON07Q4,RCON08Q1,RCON08Q2,RCON08Q3,RCON08Q4,RCON09Q1,RCON09Q2,RCON09Q3,RCON09Q4,RCON10Q1,RCON10Q2,RCON10Q3,RCON10Q4,RCON11Q1,RCON11Q2,RCON11Q3,RCON11Q4,RCON12Q1,RCON12Q2,RCON12Q3,RCON12Q4,RCON13Q1,RCON13Q2,RCON13Q3,RCON13Q4,RCON14Q1,RCON14Q2,RCON14Q3,RCON14Q4,RCON15Q1,RCON15Q2,RCON15Q3,RCON15Q4,RCON16Q1,RCON16Q2,RCON16Q3,RCON16Q4,RCON17Q1,RCON17Q2,RCON17Q3,RCON17Q4,RCON18Q1,RCON18Q2,RCON18Q3,RCON18Q4,RCON19Q1,RCON19Q2,RCON19Q3,RCON19Q4,RCON20Q1,RCON20Q2,RCON20Q3,RCON20Q4,RCON21Q1,RCON21Q2,RCON21Q3,RCON21Q4,RCON22Q1,RCON22Q2,RCON22Q3,RCON22Q4,RCON23Q1,RCON23Q2,RCON23Q3,RCON23Q4,RCON24Q1
1971:Q1,,,,,,,,,,,,,,,,,,,,,,,485.3,484.8,484.8,484.8,484.8,488.2,488.2,488.2,488.2,489.5,489.5,489.5,489.5,490.1,490.1,490.1,490.1,490.1,490.1,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,682.3,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687,687,687,687,687,687,687,687,687,687,"1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,520.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","1,849.90","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,246.50","2,341.00","2,341.00","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,369.80","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,507.40","2,802.20","2,802.20","2,802.20","2,802.20","2,802.20","2,802.20","2,802.20","2,802.20","2,800.90","2,800.90","2,800.90","2,800.90","2,800.90","2,800.90","2,800.90","2,800.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","2,968.90","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,157.00","3,163.10","3,163.10","3,163.10","3,163.10","3,163.10","3,163.10","3,163.10","3,163.10","3,163.10","3,346.30","3,346.30"
1971:Q2,,,,,,,,,,,,,,,,,,,,,,,,491.5,492.3,489.4,489.4,493.0,493.0,493.0,493.0,493.6,493.6,493.6,493.6,493.8,493.8,493.8,493.8,493.8,493.8,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,689.5,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,693.3,"1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,533.00","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","1,863.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,266.50","2,360.70","2,360.70","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,391.40","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,530.50","2,827.90","2,827.90","2,827.90","2,827.90","2,827.90","2,827.90","2,827.90","2,827.90","2,826.60","2,826.60","2,826.60","2,826.60","2,826.60","2,826.60","2,826.60","2,826.60","2,996.20","2,996.20","2,996.20","2,996.20","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","2,996.10","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,186.00","3,192.20","3,192.20","3,192.20","3,192.20","3,192.20","3,192.20","3,192.20","3,192.20","3,192.20","3,377.00","3,377.00"
1971:Q3,,,,,,,,,,,,,,,,,,,,,,,,,496.7,494.3,494.3,497.4,497.4,497.4,497.4,498.0,498.0,498.0,498.0,497.7,497.7,497.7,497.7,497.7,497.7,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,698.2,"1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,541.00","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","1,876.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,283.90","2,377.40","2,377.40","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,409.80","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,550.70","2,850.40","2,850.40","2,850.40","2,850.40","2,850.40","2,850.40","2,850.40","2,850.40","2,849.10","2,849.10","2,849.10","2,849.10","2,849.10","2,849.10","2,849.10","2,849.10","3,020.10","3,020.10","3,020.10","3,020.10","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,020.00","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,211.40","3,217.70","3,217.70","3,217.70","3,217.70","3,217.70","3,217.70","3,217.70","3,217.70","3,217.70","3,403.90","3,403.90"
1971:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,499.2,498.9,503.2,503.2,503.2,503.2,504.1,504.1,504.1,504.1,504.1,504.1,504.1,504.1,504.1,504.1,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,702.3,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,708.6,"1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,560.10","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","1,904.60","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,321.10","2,415.60","2,415.60","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,449.80","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,593.20","2,897.80","2,897.80","2,897.80","2,897.80","2,897.80","2,897.80","2,897.80","2,897.80","2,896.50","2,896.50","2,896.50","2,896.50","2,896.50","2,896.50","2,896.50","2,896.50","3,070.30","3,070.30","3,070.30","3,070.30","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,070.20","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,264.70","3,271.10","3,271.10","3,271.10","3,271.10","3,271.10","3,271.10","3,271.10","3,271.10","3,271.10","3,460.40","3,460.40"
1972:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,503.5,511.0,511.0,511.0,511.0,512.5,512.5,512.5,512.5,512.8,512.8,512.8,512.8,512.8,512.8,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,713.7,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,718.6,"1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,581.80","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","1,929.30","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,352.00","2,447.30","2,447.30","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,482.20","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,627.60","2,936.50","2,936.50","2,936.50","2,936.50","2,936.50","2,936.50","2,936.50","2,936.50","2,935.20","2,935.20","2,935.20","2,935.20","2,935.20","2,935.20","2,935.20","2,935.20","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,110.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,307.80","3,314.20","3,314.20","3,314.20","3,314.20","3,314.20","3,314.20","3,314.20","3,314.20","3,314.20","3,506.10","3,506.10"
1972:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.5,520.9,520.9,520.9,523.4,523.4,523.4,523.4,523.2,523.2,523.2,523.2,523.2,523.2,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,728.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,731.1,"1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,607.90","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","1,963.30","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,394.90","2,491.20","2,491.20","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,677.30","2,992.60","2,992.60","2,992.60","2,992.60","2,992.60","2,992.60","2,992.60","2,992.60","2,991.20","2,991.20","2,991.20","2,991.20","2,991.20","2,991.20","2,991.20","2,991.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,170.20","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,370.70","3,377.30","3,377.30","3,377.30","3,377.30","3,377.30","3,377.30","3,377.30","3,377.30","3,377.30","3,572.80","3,572.80"
1972:Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7,528.7,528.7,531.0,531.0,531.0,531.0,531.2,531.2,531.2,531.2,531.2,531.2,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,737.5,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,741.3,"1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,629.90","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","1,989.10","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,430.60","2,527.90","2,527.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,565.90","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","2,718.40","3,038.80","3,038.80","3,038.80","3,038.80","3,038.80","3,038.80","3,038.80","3,038.80","3,037.40","3,037.40","3,037.40","3,037.40","3,037.40","3,037.40","3,037.40","3,037.40","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,219.10","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,422.70","3,429.40","3,429.40","3,429.40","3,429.40","3,429.40","3,429.40","3,429.40","3,429.40","3,429.40","3,627.90","3,627.90"
1972:Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6,537.8,540.5,540.5,540.5,540.5,542.2,542.2,542.2,542.2,542.2,542.2,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,752.8,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,"1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","1,667.80","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,032.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,486.10","2,586.50","2,586.50","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,626.30","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","2,781.70","3,110.10","3,110.10","3,110.10","3,110.10","3,110.10","3,110.10","3,110.10","3,110.10","3,108.60","3,108.60","3,108.60","3,108.60","3,108.60","3,108.60","3,108.60","3,108.60","3,294.70","3,294.70","3,294.70","3,294.70","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,294.60","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,503.00","3,509.80","3,509.80","3,509.80","3,509.80","3,509.80","3,509.80","3,509.80","3,509.80","3,509.80","3,713.00","3,713.00"
1973:Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,552.7,552.7,552.7,552.7,552.9,552.9,552.9,552.9,552.9,552.9,765.8,765.8,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,767.7,769.0,769.0,769.0,769.0,769.0,769.0,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,768.8,"1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","1,689.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,063.90","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,530.40","2,631.10","2,631.10","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,674.20","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","2,832.00","3,167.00","3,167.00","3,167.00","3,167.00","3,167.00","3,167.00","3,167.00","3,167.00","3,165.50","3,165.50","3,165.50","3,165.50","3,165.50","3,165.50","3,165.50","3,165.50","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,354.80","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,567.00","3,573.90","3,573.90","3,573.90","3,573.90","3,573.90","3,573.90","3,573.90","3,573.90","3,573.90","3,780.80","3,780.80"
1973:Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.8,553.3,553.3,553.3,553.7,553.7,553.7,553.7,553.7,553.7,766.2,766.2,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.8,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,766.3,"1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","1,687.20","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,062.00","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,527.50","2,628.30","2,628.30","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,671.40","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","2,830.50","3,165.40","3,165.40","3,165.40","3,165.40","3,165.40","3,165.40","3,165.40","3,165.40","3,163.90","3,163.90","3,163.90","3,163.90","3,163.90","3,163.90","3,163.90","3,163.90","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,353.40","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,565.30","3,572.30","3,572.30","3,572.30","3,572.30","3,572.30","3,572.30","3,572.30","3,572.30","3,572.30","3,779.10","3,779.10"
